,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e88vn4eg69sq,a1,5ef266d7ca856c62e965fa33,sample.transcriptic.aq1e98efavn9bak.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,b80d464c686abcb89e63ab10c8bcd25d8fb8df9e,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e98efavn9bak,4068,YS-TS35C-03-27-2020-R5T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,67800.0,-70240474.76060313,859091.66939392
11,r1e88vn4eg69sq,a3,5ef266cfca856c62e965fa12,sample.transcriptic.aq1e98efs66ak2k.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,030fb33cc9fc8b3336d1e2618a9516514f493e11,"beads_spherotech_pps_6K | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | BEAD_SIZE",beads_spherotech_pps_6K,Sizing_beads,Process,BEAD_SIZE,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e98efs66ak2k,9885,YS-TS35C-03-27-2020-R5(T4),Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,164750.0,,
12,r1e88vn4eg69sq,a4,5ef2678c43d91af4d446f7e0,sample.transcriptic.aq1e98efaw4zvyz.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,dcaae1417ac74343f558ec0b041ba208a2c83204,"beads_spherotech_rainbow | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,Process,BEAD_FLUORESCENCE,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,18.0,hour,aq1e98efaw4zvyz,30000,YS-TS35C-03-27-2020-R5T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,500000.0,,
13,r1e88vn4eg69sq,a4,5ef2679a43d91af4d446f826,sample.transcriptic.aq1e98efffxa4vj.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,31cee4d9e9dd59283cbdc841326405e359af4204,"beads_spherotech_rainbow | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,Process,BEAD_FLUORESCENCE,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,20.0,hour,aq1e98efffxa4vj,30000,YS-TS35C-03-27-2020-R5(T2),Sytox-YeastGates,SytoxYG-Plate,59000,200,27-Mar-2020,508474.57626999996,,
14,r1e88vn4eg69sq,a4,5ef266d8ca856c62e965fa39,sample.transcriptic.aq1e98efmfn9wad.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,d74e8fea6317f8261633ef6f41f9a6461fafd8d8,"beads_spherotech_rainbow | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,Process,BEAD_FLUORESCENCE,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,22.0,hour,aq1e98efmfn9wad,30000,YS-TS35C-03-27-2020-R5(T3),Sytox-YeastGates,SytoxYG-Plate,56000,200,27-Mar-2020,535714.2857100001,,
15,r1e88vn4eg69sq,a4,5ef2672cbab9919c4702dcae,sample.transcriptic.aq1e98efs6byjpk.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,dfb030a4941cbc18a3cce7777a566a59ea88b70e,"beads_spherotech_rainbow | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,Process,BEAD_FLUORESCENCE,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,24.0,hour,aq1e98efs6byjpk,30000,YS-TS35C-03-27-2020-R5(T4),Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,500000.0,,
16,r1e88vn4eg69sq,b1,5ef2679043d91af4d446f7f4,sample.transcriptic.aq1e98efavn9bap.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,b80d464c686abcb89e63ab10c8bcd25d8fb8df9e,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e98efavn9bap,3924,YS-TS35C-03-27-2020-R5T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,65400.0,-100262185.26328576,839902.6639108413
17,r1e88vn4eg69sq,b1,5ef267e59e8d1324b4789adc,sample.transcriptic.aq1e98effffhj77.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,655e541fcf5680b1bda7ac0f3e44e7a32d0c319c,"UWBF_6390 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e98effffhj77,6056,YS-TS35C-03-27-2020-R5(T2),Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,100933.33333,-100262185.26328576,839902.6639108413
18,r1e88vn4eg69sq,b1,5ef2679043d91af4d446f7f2,sample.transcriptic.aq1e98efmf7nhqw.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,2c604942bec1c7c850d4cf8aaeb5da7c3dfa7468,"UWBF_6390 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e98efmf7nhqw,30000,YS-TS35C-03-27-2020-R5(T3),Sytox-YeastGates,SytoxYG-Plate,21000,200,27-Mar-2020,1428571.42857,-100262185.26328576,839902.6639108413
19,r1e88vn4eg69sq,b1,5ef2679843d91af4d446f819,sample.transcriptic.aq1e98efs5wc757.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,fd1bd8561c9088f174b35792c23b001c899bb194,"UWBF_6390 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e98efs5wc757,30000,YS-TS35C-03-27-2020-R5(T4),Sytox-YeastGates,SytoxYG-Plate,17000,200,27-Mar-2020,1764705.88235,-100262185.26328576,839902.6639108413
20,r1e88vn4eg69sq,b2,5ef267e49e8d1324b4789ad7,sample.transcriptic.aq1e98efavtxaxr.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,70a31c43124f7460cce49e366df93c5d99329a47,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e98efavtxaxr,20070,YS-TS35C-03-27-2020-R5T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,334500.0,-111533663.49848127,1085205.7583692623
21,r1e88vn4eg69sq,b2,5ef266db092ac77aff93415c,sample.transcriptic.aq1e98efffm3bqe.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,5560b4491c3809d57deabaed57a05e6f948879d4,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e98efffm3bqe,7181,YS-TS35C-03-27-2020-R5(T2),Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,119683.33333,-111533663.49848127,1085205.7583692623
22,r1e88vn4eg69sq,b2,5ef2672ebab9919c4702dcb8,sample.transcriptic.aq1e98efmfc7b95.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,88e152f4f067188eed456c6612bc76d5712729d9,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e98efmfc7b95,30000,YS-TS35C-03-27-2020-R5(T3),Sytox-YeastGates,SytoxYG-Plate,19000,200,27-Mar-2020,1578947.3684200002,-111533663.49848127,1085205.7583692623
23,r1e88vn4eg69sq,b2,5ef2679f43d91af4d446f83f,sample.transcriptic.aq1e98efs62vync.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,3,605dd26a8fd0159579048b341b63b16bee4f7c45,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e98efs62vync,30000,YS-TS35C-03-27-2020-R5(T4),Sytox-YeastGates,SytoxYG-Plate,13000,200,27-Mar-2020,2307692.30769,-111533663.49848127,1085205.7583692623
24,r1e88vn4eg69sq,b3,5ef2678a43d91af4d446f7da,sample.transcriptic.aq1e98efavyg4fx.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,aaccfa53983df20f1f22f3cce6b15c4fbd6b3f46,"UWBF_34314 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34314,CRISPR_CEN.PK2_34314,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e98efavyg4fx,18244,YS-TS35C-03-27-2020-R5T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,304066.66667,-194398637.15960002,1499162.503518628
25,r1e88vn4eg69sq,b3,5ef26741bab9919c4702dd1a,sample.transcriptic.aq1e98efffsrbcf.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,0e76695d2ef5ffbff6807b797aff43e4077769e3,"UWBF_34314 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34314,CRISPR_CEN.PK2_34314,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e98efffsrbcf,21555,YS-TS35C-03-27-2020-R5(T2),Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,359250.0,-194398637.15960002,1499162.503518628
26,r1e88vn4eg69sq,b3,5ef266da092ac77aff934156,sample.transcriptic.aq1e98efmfgr4sa.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,3c893eef5a920c19f489148d910359d3e6618c6a,"UWBF_34314 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34314,CRISPR_CEN.PK2_34314,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e98efmfgr4sa,30000,YS-TS35C-03-27-2020-R5(T3),Sytox-YeastGates,SytoxYG-Plate,15000,200,27-Mar-2020,2000000.0,-194398637.15960002,1499162.503518628
27,r1e88vn4eg69sq,b3,5ef267a043d91af4d446f841,sample.transcriptic.aq1e98efs67es6h.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,9c2a755e5ded14028d8798b2f88202b32135fb22,"UWBF_34314 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34314,CRISPR_CEN.PK2_34314,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e98efs67es6h,30000,YS-TS35C-03-27-2020-R5(T4),Sytox-YeastGates,SytoxYG-Plate,9000,200,27-Mar-2020,3333333.33333,-194398637.15960002,1499162.503518628
28,r1e88vn4eg69sq,b4,5ef266dcca856c62e965fa47,sample.transcriptic.aq1e98efaw4zvz4.experiment.transcriptic.r1e88vn4eg69sq,YeastSTATES-OR-Gate-CRISPR-Dose-Response,transcriptic,1,e85514f70eda5d74cfffa8770c14b33b8cb23aa4,"UWBF_34314 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34314,CRISPR_CEN.PK2_34314,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,18.0,hour,aq1e98efaw4zvz4,19517,YS-TS35C-03-27-2020-R5T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,27-Mar-2020,325283.33333,-69965238.83029637,1345859.8612409807
