,experiment_id,well,strain,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od,dead,ungrowing,doubling_time,n0
52,r1e5gtg9fabmeg,a4,B_subtilis_OR3_PY79_Col1,5e6c0d3cf5eedd8c7e7d5252,sample.transcriptic.aq1e65h2emf8pu2.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,9846512feed616f32058f116f90ee06b91fd6ca2,"B_subtilis_OR3_PY79_Col1 | 30.0 | [64.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,64.0,hour,ct1e5gtgam2gmcy,aq1e65h2emf8pu2,1.1542537236449593,17.55442724250113,15.20846,False,False,1.0000193224986282,2.3143399510975394e-22
53,r1e5gtg9fabmeg,a4,B_subtilis_OR3_PY79_Col1,5e6c0d47f5eedd8c7e7d53c1,sample.transcriptic.aq1e66phrjkckmw.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,e8dd617d80d2fe328b047447da6e3e6924fb009a,"B_subtilis_OR3_PY79_Col1 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,ct1e5gtgamnsykh,aq1e66phrjkckmw,0.9279781775484988,42.16690148976545,45.43954,False,False,1.0000193224986282,2.3143399510975394e-22
54,r1e5gtg9fabmeg,a4,B_subtilis_OR3_PY79_Col1,5e6c0d51f5eedd8c7e7d54ff,sample.transcriptic.aq1e68y9bgaxgz3.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,464db7c487de3010164220f3276622c4be133d3a,"B_subtilis_OR3_PY79_Col1 | 30.0 | [88.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,88.0,hour,ct1e5gtgah4nsyd,aq1e68y9bgaxgz3,1.0894850242672962,12.861658916732795,11.80526,False,False,1.0000193224986282,2.3143399510975394e-22
55,r1e5gtg9fabmeg,a4,B_subtilis_OR3_PY79_Col1,5e8e661ff5eedd8c7e0d6bdb,sample.transcriptic.aq1e6a5s5jbkwyy.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,e980b008cfcd865f5bfb5b41010e45d033f7ffeb,"B_subtilis_OR3_PY79_Col1 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,ct1e5gtganb8hx4,aq1e6a5s5jbkwyy,0.7463155203536093,65.80673409063789,88.17549,False,False,1.0000193224986282,2.3143399510975394e-22
56,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5ea358f5b6abeabb8114e2b2,sample.transcriptic.aq1e5tx7799fv4z.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,114f0496ddec50fe46579801d8a1ab7b367c251c,"B_subtilis_OR1_JAB396 | 30.0 | [112.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,112.0,hour,ct1e5gtgahevk5p,aq1e5tx7799fv4z,0.7567747489837091,327.9690164983099,433.37733,False,False,1.0000012340746325,1.602636862229258e-22
57,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e6c0d16f5eedd8c7e7d4d6e,sample.transcriptic.aq1e5wkt9wsgq9d.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,2f4f398969e8d50ca12b1eb9b755dae11c3af4f5,"B_subtilis_OR1_JAB396 | 30.0 | [16.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,16.0,hour,ct1e5gtgagtk7x5,aq1e5wkt9wsgq9d,0.17140353148418722,192.84406297038703,1125.08804,False,False,1.0000012340746325,1.602636862229258e-22
58,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e6c0d29f5eedd8c7e7d4fe9,sample.transcriptic.aq1e622t8efkvve.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,2411152ceac87b64b3d1b4c2491c27b7ac31ae7e,"B_subtilis_OR1_JAB396 | 30.0 | [40.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,40.0,hour,ct1e5gtgag65nkj,aq1e622t8efkvve,0.7532017418480361,3.7146767522012585,4.93185,False,False,1.0000012340746325,1.602636862229258e-22
59,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e6c0d31f5eedd8c7e7d50df,sample.transcriptic.aq1e638a9wjz55f.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,9c515e9f50ef4e1bfd44169e38469886a33241ec,"B_subtilis_OR1_JAB396 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,ct1e5gtgamyzrrt,aq1e638a9wjz55f,0.11873910112894645,213.2445664725005,1795.90855,False,False,1.0000012340746325,1.602636862229258e-22
60,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e6c0d3cf5eedd8c7e7d525c,sample.transcriptic.aq1e65h2emf8pu4.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,509963e46d904d4503dba6d612dbaef737457052,"B_subtilis_OR1_JAB396 | 30.0 | [64.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,64.0,hour,ct1e5gtgam2gmcy,aq1e65h2emf8pu4,0.8290977325896727,4.892502070774324,5.901,False,False,1.0000012340746325,1.602636862229258e-22
61,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e6c0d42f5eedd8c7e7d530e,sample.transcriptic.aq1e66phrjkckmy.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,88d907056eaabee5353e8f6e19c5a94cb045c25b,"B_subtilis_OR1_JAB396 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,ct1e5gtgamnsykh,aq1e66phrjkckmy,0.13011851444222833,276.4372613290003,2124.50367,False,False,1.0000012340746325,1.602636862229258e-22
62,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e6c0d51f5eedd8c7e7d5502,sample.transcriptic.aq1e68y9bgaxgz5.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,18dd8db3d0d54ad487eb7ad9ee6282c2ac09df37,"B_subtilis_OR1_JAB396 | 30.0 | [88.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,88.0,hour,ct1e5gtgah4nsyd,aq1e68y9bgaxgz5,0.7603832849798253,9.539841321629877,12.5461,False,False,1.0000012340746325,1.602636862229258e-22
63,r1e5gtg9fabmeg,a5,B_subtilis_OR1_JAB396,5e8e661ff5eedd8c7e0d6bdf,sample.transcriptic.aq1e6a5s5jbkwz2.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,aacc00a8d5722f1a3ea934645652f04c995ee81c,"B_subtilis_OR1_JAB396 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,ct1e5gtganb8hx4,aq1e6a5s5jbkwz2,0.161010454334344,327.9690164983099,2036.94237,False,False,1.0000012340746325,1.602636862229258e-22
64,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5ea358f5b6abeabb8114e2b0,sample.transcriptic.aq1e5tx779am38w.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,993480ba9131ba0f18a992f6b90fb5aaf061f76b,"B_subtilis_OR2_JAB396 | 30.0 | [112.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,112.0,hour,ct1e5gtgahevk5p,aq1e5tx779am38w,0.7576665745367891,109.60820863413542,144.66548999999998,False,False,1.0000016448247007,1.604557655524889e-22
65,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5e6c0d16f5eedd8c7e7d4d70,sample.transcriptic.aq1e5wkt9wtmwdb.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,95671e41a6025869234a1e1f56a9d9d2b1cb3388,"B_subtilis_OR2_JAB396 | 30.0 | [16.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,16.0,hour,ct1e5gtgagtk7x5,aq1e5wkt9wtmwdb,0.3790624230388949,69.51112990027441,183.37646999999998,False,False,1.0000016448247007,1.604557655524889e-22
66,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5e6c0d29f5eedd8c7e7d4fde,sample.transcriptic.aq1e622t8efkvvg.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,82c24b832861f92e592178f847cfce3d205a25a7,"B_subtilis_OR2_JAB396 | 30.0 | [40.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,40.0,hour,ct1e5gtgag65nkj,aq1e622t8efkvvg,0.7070213255396102,2.8316710756374577,4.00507,False,False,1.0000016448247007,1.604557655524889e-22
67,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5e6c0d31f5eedd8c7e7d50e7,sample.transcriptic.aq1e638a9wjz55h.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,63063f6d124952dbec36d8fb65ebf4221bbc4fbd,"B_subtilis_OR2_JAB396 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,ct1e5gtgamyzrrt,aq1e638a9wjz55h,0.11749403225482752,81.65224571674895,694.94803,False,False,1.0000016448247007,1.604557655524889e-22
68,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5e6c0d3cf5eedd8c7e7d525e,sample.transcriptic.aq1e65h2emf8pu6.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,459a10a09759591bc58e73e98b0d7ede646fd0c1,"B_subtilis_OR2_JAB396 | 30.0 | [64.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,64.0,hour,ct1e5gtgam2gmcy,aq1e65h2emf8pu6,0.7574015667467877,2.18219877826489,2.88116,False,False,1.0000016448247007,1.604557655524889e-22
69,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5e6c0d47f5eedd8c7e7d53c5,sample.transcriptic.aq1e66phrjkckn2.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,e137e7002941c892b273e5c1feb940d637fe4599,"B_subtilis_OR2_JAB396 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,ct1e5gtgamnsykh,aq1e66phrjkckn2,0.12755990412749474,80.10325151312402,627.9657599999999,False,False,1.0000016448247007,1.604557655524889e-22
70,r1e5gtg9fabmeg,a6,B_subtilis_OR2_JAB396,5e6c0d51f5eedd8c7e7d5504,sample.transcriptic.aq1e68y9bgaxgz7.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,1,6723315723ab8259c5d1b1a901402fd80a42f953,"B_subtilis_OR2_JAB396 | 30.0 | [88.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,88.0,hour,ct1e5gtgah4nsyd,aq1e68y9bgaxgz7,0.7782646335294855,3.3661652414988215,4.32522,False,False,1.0000016448247007,1.604557655524889e-22
