,experiment_id,strain,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od,dead,ungrowing,doubling_time,n0
17,r1dw646fd4qxya,B_subtilis_GFP_max,g3,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkdpvmk.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,3,56370990bcf71a44911d5cb4f2538bfbce74125d,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkdpvmk,0.07689840665802146,1.5865433955311667,20.63168,False,False,,
18,r1dw646fd4qxya,B_subtilis_GFP_max,g4,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gyww85mwf.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,7,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gyww85mwf,0.05092683828709297,3.369208175212683,66.15781,False,False,,
19,r1dw646fd4qxya,B_subtilis_GFP_max,g4,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4ay7yc.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,0d25cebf65120febdf929aeb1ebf87b02064fdfc,"B_subtilis_GFP_max | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4ay7yc,0.037731852783223496,-0.4055743366577882,-10.74886,False,False,,
20,r1dw646fd4qxya,B_subtilis_GFP_max,g4,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkj8p5t.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,f895e21afdaa535d0267adcf277287be3b1b0612,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkj8p5t,0.1735060723041691,1.4802233682971404,8.53125,False,False,,
21,r1dw646fd4qxya,B_subtilis_GFP_max,g5,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwdtmjk.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,8,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwdtmjk,0.05067297096597904,0.658138599400657,12.987960000000001,False,False,,
22,r1dw646fd4qxya,B_subtilis_GFP_max,g5,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4gn7mh.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,2e1ac02bdb2f9dec95e7a41b8e633cc4fff38892,"B_subtilis_GFP_max | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4gn7mh,0.035722938005855305,0.8721774006363064,24.41505,False,False,,
23,r1dw646fd4qxya,B_subtilis_GFP_max,g5,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkqwnsy.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,56370990bcf71a44911d5cb4f2538bfbce74125d,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkqwnsy,0.041090114764252464,0.8173313743705191,19.891189999999998,False,False,,
24,r1dw646fd4qxya,B_subtilis_GFP_max,g6,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwkgm7q.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,9,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwkgm7q,0.04699426399758521,0.6600373835438076,14.045060000000001,False,False,,
25,r1dw646fd4qxya,B_subtilis_GFP_max,g6,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4pb79n.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,0d25cebf65120febdf929aeb1ebf87b02064fdfc,"B_subtilis_GFP_max | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4pb79n,0.0373977871214753,-1.120988298666418,-29.97472,False,False,,
26,r1dw646fd4qxya,B_subtilis_GFP_max,g6,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkwknf5.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,f895e21afdaa535d0267adcf277287be3b1b0612,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkwknf5,0.03859318649332675,-0.6600709576007902,-17.1033,False,False,,
27,r1dw646fd4qxya,B_subtilis_GFP_max,g7,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywws6kuv.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,10,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywws6kuv,0.04751926541008169,0.4598064584880581,9.676210000000001,False,False,,
28,r1dw646fd4qxya,B_subtilis_GFP_max,g7,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4uz6wt.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,2e1ac02bdb2f9dec95e7a41b8e633cc4fff38892,"B_subtilis_GFP_max | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4uz6wt,0.03767331415569637,-1.0782674284596123,-28.62152,False,False,,
29,r1dw646fd4qxya,B_subtilis_GFP_max,g7,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fm5du8a.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,56370990bcf71a44911d5cb4f2538bfbce74125d,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fm5du8a,0.15619690516376095,4.1149273186532405,26.344490000000004,False,False,,
30,r1dw646fd4qxya,B_subtilis_GFP_max,g8,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwyysn2.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,11,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwyysn2,0.0495364947781495,3.34266695009374,67.47888,False,False,,
31,r1dw646fd4qxya,B_subtilis_GFP_max,g8,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g52p6jy.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,0d25cebf65120febdf929aeb1ebf87b02064fdfc,"B_subtilis_GFP_max | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g52p6jy,0.03709013488241933,1.3215083469558842,35.62965,False,False,,
32,r1dw646fd4qxya,B_subtilis_GFP_max,g8,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fmb3tvg.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,f895e21afdaa535d0267adcf277287be3b1b0612,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fmb3tvg,0.054075476721106366,1.0005615069250673,18.50305,False,False,,
33,r1dw646fd4qxya,B_subtilis_GFP_max,g9,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywx6nsa9.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,12,289d0c18c0ad76402d815d4456e8b0f1eff6b868,"B_subtilis_GFP_max | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywx6nsa9,0.046804034166130964,3.730716131525355,79.70929,False,False,,
34,r1dw646fd4qxya,B_subtilis_GFP_max,g9,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g58c686.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,2e1ac02bdb2f9dec95e7a41b8e633cc4fff38892,"B_subtilis_GFP_max | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g58c686,0.03724871820107378,0.2804448655182318,7.528980000000001,False,False,,
35,r1dw646fd4qxya,B_subtilis_GFP_max,g9,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fmhvznn.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,56370990bcf71a44911d5cb4f2538bfbce74125d,"B_subtilis_GFP_max | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fmhvznn,0.04823828632118814,3.9472704705006034,81.82858,False,False,,
