,experiment_id,well,strain,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od,dead,ungrowing,doubling_time,n0
10,r1e7dn636p4k69,a3,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7spxteu9yt7.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,10,0a83257efd79a97ad155d69926383a0fd9a00c37,"UWBF_24864 | 35.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],35.0,celsius,16.0,hour,ct1e7dn63ynfev9,aq1e7spxteu9yt7,0.12516498878878965,7.743373581620723,61.86533000000001,False,False,1.4784339555413526,0.009818634691739242
11,r1e7dn636p4k69,a3,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7sz9nd3fktm.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,567235f408f74273b011bbb1c4d027ad82b170ec,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,18.0,hour,ct1e7dn63yyp82j,aq1e7sz9nd3fktm,0.036542875468091415,4.013501893796484,109.82994,False,False,1.4784339555413526,0.009818634691739242
12,r1e7dn636p4k69,a3,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7taprgjruuc.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,05d19f988e0c11c479f15bda9fe7e43f662ea090,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,20.0,hour,ct1e7dn63zkyk94,aq1e7taprgjruuc,0.037235838624552785,2.872536126288956,77.14439,False,False,1.4784339555413526,0.009818634691739242
13,r1e7dn636p4k69,a3,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7tm4qp45mqm.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,7f86276be10712b69bd518dfc4d0c9136fc43f5e,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,22.0,hour,ct1e7dn6429e5kp,aq1e7tm4qp45mqm,0.04223732527810602,5.358966980057546,126.87751999999999,False,False,1.4784339555413526,0.009818634691739242
14,r1e7dn636p4k69,a3,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7twnunhs3vn.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,dd3887e182a3bcf882ae11d2e259a670774a4a9e,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,24.0,hour,ct1e7dn642vqgt8,aq1e7twnunhs3vn,0.1686538588566611,8.494680148325191,50.367540000000005,False,False,1.4784339555413526,0.009818634691739242
15,r1e7dn636p4k69,a4,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7spxteu9yt9.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,11,0a83257efd79a97ad155d69926383a0fd9a00c37,"UWBF_24864 | 35.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],35.0,celsius,16.0,hour,ct1e7dn63ynfev9,aq1e7spxteu9yt9,0.09407171791369416,6.422856641984304,68.27617,False,False,2.9638184503527674,0.022969410285120978
16,r1e7dn636p4k69,a4,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7sz9nd3fktp.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2ace520f6c6561d2427f281bec50a6d116140e8e,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,18.0,hour,ct1e7dn63yyp82j,aq1e7sz9nd3fktp,0.03673434184828577,4.4755611215551525,121.83588999999999,False,False,2.9638184503527674,0.022969410285120978
17,r1e7dn636p4k69,a4,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7taprgjruue.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2bc52966e00ff0f55aa3057b072940f93c8f7d79,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,20.0,hour,ct1e7dn63zkyk94,aq1e7taprgjruue,0.036257680704489,7.931571453023733,218.75562000000002,False,False,2.9638184503527674,0.022969410285120978
18,r1e7dn636p4k69,a4,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7tm4qp45mqp.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,1d9648729208aea9fae1dd109504ff8fb7596450,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,22.0,hour,ct1e7dn6429e5kp,aq1e7tm4qp45mqp,0.04284623091506388,5.534482084380411,129.1708,False,False,2.9638184503527674,0.022969410285120978
19,r1e7dn636p4k69,a4,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7twnunhs3vq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,d4b83a481b4dd560e1a302282d4ee2eca86bceab,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,24.0,hour,ct1e7dn642vqgt8,aq1e7twnunhs3vq,0.10005159924627252,8.02768917806381,80.23549,False,False,2.9638184503527674,0.022969410285120978
20,r1e7dn636p4k69,a5,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7spxteve6x6.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,12,0a83257efd79a97ad155d69926383a0fd9a00c37,"UWBF_24864 | 35.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],35.0,celsius,16.0,hour,ct1e7dn63ynfev9,aq1e7spxteve6x6,0.16191130189969424,8.526353107904313,52.66064,False,False,1.3765776231708209,0.007836934646712907
21,r1e7dn636p4k69,a5,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7sz9nd3fktr.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,8ea5b22db957eaaf83c71aedf49b28ab12966bc6,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,18.0,hour,ct1e7dn63yyp82j,aq1e7sz9nd3fktr,0.03525755491855477,6.568958691818311,186.31351,False,False,1.3765776231708209,0.007836934646712907
22,r1e7dn636p4k69,a5,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7taprgkw2yd.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,c1b7b583ba1b9ca85e1ef06c48ed9f6c85cfdd74,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,20.0,hour,ct1e7dn63zkyk94,aq1e7taprgkw2yd,0.03569763037218489,4.364392822552976,122.26001000000001,False,False,1.3765776231708209,0.007836934646712907
23,r1e7dn636p4k69,a5,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7tm4qp59tun.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,bf965dd7152baca52f5d1aac77e3e10650ddf2dd,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,22.0,hour,ct1e7dn6429e5kp,aq1e7tm4qp59tun,0.037348606450075116,3.027311546912552,81.05554000000001,False,False,1.3765776231708209,0.007836934646712907
24,r1e7dn636p4k69,a5,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7twnunjw9zn.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,d2192ff60b43a3b665cd47f56551b44843994342,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,24.0,hour,ct1e7dn642vqgt8,aq1e7twnunjw9zn,0.16535136729585367,14.026930017773257,84.83105,False,False,1.3765776231708209,0.007836934646712907
25,r1e7dn636p4k69,a6,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7spxteve6x8.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,13,0a83257efd79a97ad155d69926383a0fd9a00c37,"UWBF_24864 | 35.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],35.0,celsius,16.0,hour,ct1e7dn63ynfev9,aq1e7spxteve6x8,0.1022728106506407,7.289509525557978,71.27515,False,False,2.2539617442670243,0.01687605242846439
26,r1e7dn636p4k69,a6,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7sz9nd4ksxp.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,28b13a470d4942c3df7ce342099e892d242d797a,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,18.0,hour,ct1e7dn63yyp82j,aq1e7sz9nd4ksxp,0.03445159897126338,7.713604998048344,223.89686,False,False,2.2539617442670243,0.01687605242846439
27,r1e7dn636p4k69,a6,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7taprgkw2yf.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,3f8eed8ea37b6dd940b0126452299254603ce77a,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,20.0,hour,ct1e7dn63zkyk94,aq1e7taprgkw2yf,0.035250199047571734,2.5605346250329513,72.63887,False,False,2.2539617442670243,0.01687605242846439
28,r1e7dn636p4k69,a6,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7tm4qp59tuq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,c7b08d53c73312a7de1c476778e3d90f56473d38,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,22.0,hour,ct1e7dn6429e5kp,aq1e7tm4qp59tuq,0.037971503219003985,7.264402396773894,191.31195,False,False,2.2539617442670243,0.01687605242846439
29,r1e7dn636p4k69,a6,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7twnunjw9zq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,27cae72869ac400718f7894c2da57899219c1c53,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,24.0,hour,ct1e7dn642vqgt8,aq1e7twnunjw9zq,0.11354119092041505,7.159750543931192,63.05862,False,False,2.2539617442670243,0.01687605242846439
30,r1e7dn636p4k69,a7,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7spxteve6xa.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,14,0a83257efd79a97ad155d69926383a0fd9a00c37,"UWBF_24864 | 35.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],35.0,celsius,16.0,hour,ct1e7dn63ynfev9,aq1e7spxteve6xa,0.07824891616825642,6.107353275384492,78.05032,False,False,4.589939862746858,0.027421618611577905
31,r1e7dn636p4k69,a7,UWBF_24864,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1e7sz9nd4ksxr.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,19dad87826a2055f7c50f1641942688bfb274c5e,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,ct1e7dn63yyp82j,aq1e7sz9nd4ksxr,0.034911860619794566,3.980893888139224,114.02698000000001,False,False,4.589939862746858,0.027421618611577905
