,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e88vcjan8eqj,a1,5ef2688a8c131da11924bf58,sample.transcriptic.aq1e8w56s6tsb6b.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,a60cb580d89cc4ef30a128535c82778f993ee947,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s6tsb6b,4538,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,75633.33333,-106403111.1275023,751861.8391979235
11,r1e88vcjan8eqj,a11,5ef2683be2423ab1dfe69e1c,sample.transcriptic.aq1e8w577segx64.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,aa2ce4bd573a279bc1b048b5b56cc4b5f94c6db9,"UWBF_25784 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",35.0,celsius,24.0,hour,aq1e8w577segx64,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,24-Mar-2020,2500000.0,-120667100.68936488,1039125.7578999193
12,r1e88vcjan8eqj,a12,5ef2676b6447b674e82978e2,sample.transcriptic.aq1e8w56s8nj7nx.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,80111ae7b7b072d9367b14eea21574ccb6ac5526,"UWBF_25784 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,18.0,hour,aq1e8w56s8nj7nx,5306,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,88433.33333,-117667636.02306674,1092202.2422294063
13,r1e88vcjan8eqj,a12,5ef268cd6aa784e594345084,sample.transcriptic.aq1e8w56xn3hrfz.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2603257968d356b953e43e590b240f9fefe151d5,"UWBF_25784 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,20.0,hour,aq1e8w56xn3hrfz,18361,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,306016.66667,-117667636.02306674,1092202.2422294063
14,r1e88vcjan8eqj,a12,5ef2679b1cb8ace0b21defc1,sample.transcriptic.aq1e8w573k5u6rw.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,d0e40811899b2c6587bcee01354026266f9f40cb,"UWBF_25784 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,22.0,hour,aq1e8w573k5u6rw,30000,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,18000,200,24-Mar-2020,1666666.6666700002,-117667636.02306674,1092202.2422294063
15,r1e88vcjan8eqj,a12,5ef2677a6447b674e8297925,sample.transcriptic.aq1e8w577snb4x7.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,962d0ee94d1cb450ef98b9205cc1cbaa380231ad,"UWBF_25784 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,24.0,hour,aq1e8w577snb4x7,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,24-Mar-2020,2307692.30769,-117667636.02306674,1092202.2422294063
16,r1e88vcjan8eqj,a2,5ef2677d6447b674e8297935,sample.transcriptic.aq1e8w56s6zfatg.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,e14239895ce2541c519681e02cd7f31a98917a73,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s6zfatg,23211,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,386850.0,-8935392.263610609,537882.7748865804
17,r1e88vcjan8eqj,a2,5ef2688e8c131da11924bf6c,sample.transcriptic.aq1e8w56xkb298j.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,01a6acbf4fd8dba7fae24987023028cdf506b6d5,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,20.0,hour,aq1e8w56xkb298j,2618,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,43633.33333,-8935392.263610609,537882.7748865804
18,r1e88vcjan8eqj,a2,5ef267eb2177cf56c13b5335,sample.transcriptic.aq1e8w573hefvng.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,d9bbeda61a9bd927869292ec61ae7a58aab122b0,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,22.0,hour,aq1e8w573hefvng,30000,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,19000,200,24-Mar-2020,1578947.3684200002,-8935392.263610609,537882.7748865804
19,r1e88vcjan8eqj,a2,5ef267e22177cf56c13b530f,sample.transcriptic.aq1e8w577qupejm.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,3db31f9b5c066736b449c612aec64c53a45cc798,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,24.0,hour,aq1e8w577qupejm,8526,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,142100.0,-8935392.263610609,537882.7748865804
20,r1e88vcjan8eqj,a3,5ef267391da9671dc8329dbf,sample.transcriptic.aq1e8w56s75z4bq.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,22072322a0ec1301c8a3f09528eed54165c8751d,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e8w56s75z4bq,20838,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,347300.0,-99543510.87207973,1251448.823737764
21,r1e88vcjan8eqj,a3,5ef267ad1cb8ace0b21df012,sample.transcriptic.aq1e8w56xkgq8vm.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,756dcf94ae5e2cabd78fbcecee56a62bdb14225c,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,20.0,hour,aq1e8w56xkgq8vm,9991,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,166516.66667,-99543510.87207973,1251448.823737764
22,r1e88vcjan8eqj,a3,5ef267f52177cf56c13b535e,sample.transcriptic.aq1e8w573hjzp6n.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,f2a16292bf34190b31f7f69f703bb637799a8f94,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,22.0,hour,aq1e8w573hjzp6n,30000,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,17000,200,24-Mar-2020,1764705.88235,-99543510.87207973,1251448.823737764
23,r1e88vcjan8eqj,a3,5ef268d76aa784e5943450b5,sample.transcriptic.aq1e8w577qz883v.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,7675d290d4d649ba1aac45d65bf0bc997b45578c,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,24.0,hour,aq1e8w577qz883v,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,24-Mar-2020,2727272.72727,-99543510.87207973,1251448.823737764
24,r1e88vcjan8eqj,a4,5ef268d66aa784e5943450b1,sample.transcriptic.aq1e8w56s7bp3ys.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,e14239895ce2541c519681e02cd7f31a98917a73,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s7bp3ys,15087,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,251450.0,-123659455.47281672,919091.6412207009
25,r1e88vcjan8eqj,a4,5ef268cf6aa784e59434508c,sample.transcriptic.aq1e8w56xkn92du.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,01a6acbf4fd8dba7fae24987023028cdf506b6d5,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,20.0,hour,aq1e8w56xkn92du,12488,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,208133.33333,-123659455.47281672,919091.6412207009
26,r1e88vcjan8eqj,a4,5ef2693724a1262d629f871a,sample.transcriptic.aq1e8w573hrpntp.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,d9bbeda61a9bd927869292ec61ae7a58aab122b0,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,22.0,hour,aq1e8w573hrpntp,30000,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,33000,200,24-Mar-2020,909090.90909,-123659455.47281672,919091.6412207009
27,r1e88vcjan8eqj,a4,5ef2693624a1262d629f8714,sample.transcriptic.aq1e8w577r6w7qy.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,3db31f9b5c066736b449c612aec64c53a45cc798,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,24.0,hour,aq1e8w577r6w7qy,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,24-Mar-2020,2307692.30769,-123659455.47281672,919091.6412207009
28,r1e88vcjan8eqj,a5,5ef268d46aa784e5943450a6,sample.transcriptic.aq1e8w56s7g7vgy.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,74d34bf9d3f9ed418369867128b9ecca143ad9bd,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",35.0,celsius,18.0,hour,aq1e8w56s7g7vgy,10118,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,168633.33333,-62919423.01576917,841968.2757283057
