,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
184,r1e5gtg9fabmeg,f10,5ef268079b2a89432b1f7bfd,sample.transcriptic.aq1e66phrkgrhvt.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,ed423410ffa0a51ee3344a24aeccf9d1a78cd5ec,"B_subtilis_IPTG_JAB546 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_JAB546,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,aq1e66phrkgrhvt,30000,Novel Chasis OC-02-26-2020-Run1-T3,Sytox-YeastGates,SytoxYG-Plate,20000,200,27-Feb-2020,1500000.0,132.01790848406287,1169680.7338337647
185,r1e5gtg9fabmeg,f10,5ef2679a4f1ab9a590ca20e5,sample.transcriptic.aq1e6a5s5kb99gs.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,3286d6196bf121725fdfbeb3a8427dede8e34881,"B_subtilis_IPTG_JAB546 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_JAB546,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,aq1e6a5s5kb99gs,30000,Novel Chasis OC-02-28-2020-Run1-T4,Sytox-YeastGates,SytoxYG-Plate,21000,200,28-Feb-2020,1428571.42857,132.01790848406287,1169680.7338337647
186,r1e5gtg9fabmeg,f11,5ef2697a3d19b407f256e6a0,sample.transcriptic.aq1e638a9xksnse.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,3f9540a58c5efc3b4986737f22948dc53c70de9d,"B_subtilis_IPTG_JAB547 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_JAB547,,,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,aq1e638a9xksnse,30000,Novel Chasis OC-02-26-2020-Run1-T2,Sytox-YeastGates,SytoxYG-Plate,14000,200,26-Feb-2020,2142857.14286,241.4878981613992,2289749.6919255382
187,r1e5gtg9fabmeg,f11,5ef2675192dc90898f7a6eb1,sample.transcriptic.aq1e66phrkhvqzr.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,c89c9bdf972d021fe8e73b05f8a5fda9db6c95b6,"B_subtilis_IPTG_JAB547 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_JAB547,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,aq1e66phrkhvqzr,30000,Novel Chasis OC-02-26-2020-Run1-T3,Sytox-YeastGates,SytoxYG-Plate,11000,200,27-Feb-2020,2727272.72727,241.4878981613992,2289749.6919255382
188,r1e5gtg9fabmeg,f11,5ef26874dbe706e7ca98f891,sample.transcriptic.aq1e6a5s5kb99gu.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,9d36067b6ff7b71bb9a84438364294d24639541f,"B_subtilis_IPTG_JAB547 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_JAB547,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,aq1e6a5s5kb99gu,30000,Novel Chasis OC-02-28-2020-Run1-T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,28-Feb-2020,2500000.0,241.4878981613992,2289749.6919255382
189,r1e5gtg9fabmeg,f12,5ef267f0ae9ed8af44123544,sample.transcriptic.aq1e638a9xksnsg.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,c01fe6a319ab58acb4937c8667c8ffc0f30fd875,"B_subtilis_IPTG_PY79 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,aq1e638a9xksnsg,30000,Novel Chasis OC-02-26-2020-Run1-T2,Sytox-YeastGates,SytoxYG-Plate,9000,200,26-Feb-2020,3333333.33333,63.82255847871445,2770203.6534429723
190,r1e5gtg9fabmeg,f12,5ef2697a3d19b407f256e69e,sample.transcriptic.aq1e66phrkhvqzt.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,3ca12959322b3ad559ae6ca5d5aaabce5f84dca8,"B_subtilis_IPTG_PY79 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,aq1e66phrkhvqzt,30000,Novel Chasis OC-02-26-2020-Run1-T3,Sytox-YeastGates,SytoxYG-Plate,11000,200,27-Feb-2020,2727272.72727,63.82255847871445,2770203.6534429723
191,r1e5gtg9fabmeg,f12,5ef267924f1ab9a590ca20c0,sample.transcriptic.aq1e6a5s5kcdfmt.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,59c390d9d30e2f5d9799380c2ea52e15e14324ab,"B_subtilis_IPTG_PY79 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IPTG_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,aq1e6a5s5kcdfmt,30000,Novel Chasis OC-02-28-2020-Run1-T4,Sytox-YeastGates,SytoxYG-Plate,6000,200,28-Feb-2020,5000000.0,63.82255847871445,2770203.6534429723
192,r1e5gtg9fabmeg,f2,5ef2679c4f1ab9a590ca20ef,sample.transcriptic.aq1e638a9xf8v9a.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,1bbfa29eb371826bf778e7fb9039e90bdf6ecab2,"B_subtilis_IMPLY1_PY79 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY1_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,aq1e638a9xf8v9a,30000,Novel Chasis OC-02-26-2020-Run1-T2,Sytox-YeastGates,SytoxYG-Plate,9000,200,26-Feb-2020,3333333.33333,121.96156809704077,3164840.26451294
193,r1e5gtg9fabmeg,f2,5ef269823d19b407f256e6ca,sample.transcriptic.aq1e66phrkdbxgp.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,368de823a50d6360816032c01741d79f63a29e19,"B_subtilis_IMPLY1_PY79 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY1_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,aq1e66phrkdbxgp,30000,Novel Chasis OC-02-26-2020-Run1-T3,Sytox-YeastGates,SytoxYG-Plate,9000,200,27-Feb-2020,3333333.33333,121.96156809704077,3164840.26451294
194,r1e5gtg9fabmeg,f2,5ef2674792dc90898f7a6e82,sample.transcriptic.aq1e6a5s5k6qfyq.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,ad2871ffee32531a17498b1535337d9eb37fc933,"B_subtilis_IMPLY1_PY79 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY1_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,aq1e6a5s5k6qfyq,30000,Novel Chasis OC-02-28-2020-Run1-T4,Sytox-YeastGates,SytoxYG-Plate,7000,200,28-Feb-2020,4285714.2857099995,121.96156809704077,3164840.26451294
195,r1e5gtg9fabmeg,f3,5ef267381257aacb3e2b6557,sample.transcriptic.aq1e638a9xgd3d9.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,a9bba45addedb33ac80127a201b01ff07a4c93ef,"B_subtilis_IMPLY2_PY79 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY2_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,aq1e638a9xgd3d9,30000,Novel Chasis OC-02-26-2020-Run1-T2,Sytox-YeastGates,SytoxYG-Plate,9000,200,26-Feb-2020,3333333.33333,114.16674069167959,3036621.894499843
196,r1e5gtg9fabmeg,f3,5ef2674992dc90898f7a6e89,sample.transcriptic.aq1e66phrkeg5mn.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,89d4557102059dfbc97345dd5e1286aea51d018d,"B_subtilis_IMPLY2_PY79 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY2_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,aq1e66phrkeg5mn,30000,Novel Chasis OC-02-26-2020-Run1-T3,Sytox-YeastGates,SytoxYG-Plate,10000,200,27-Feb-2020,3000000.0,114.16674069167959,3036621.894499843
197,r1e5gtg9fabmeg,f3,5ef26869dbe706e7ca98f858,sample.transcriptic.aq1e6a5s5k7up4p.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,063461ef5421e80f7ada47e5be8506fcca8463ad,"B_subtilis_IMPLY2_PY79 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY2_PY79,,,,,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,aq1e6a5s5k7up4p,30000,Novel Chasis OC-02-28-2020-Run1-T4,Sytox-YeastGates,SytoxYG-Plate,7000,200,28-Feb-2020,4285714.2857099995,114.16674069167959,3036621.894499843
198,r1e5gtg9fabmeg,f4,5ef2679f4f1ab9a590ca2100,sample.transcriptic.aq1e638a9xgd3db.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,f434136967cf6a8e1909e6584352704335c370dd,"B_subtilis_WC_JAB546 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WC_JAB546,,Control,,EMPTY_VECTOR,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,aq1e638a9xgd3db,30000,Novel Chasis OC-02-26-2020-Run1-T2,Sytox-YeastGates,SytoxYG-Plate,40000,200,26-Feb-2020,750000.0,65.05744671724382,800202.9799150692
199,r1e5gtg9fabmeg,f4,5ef267e6ae9ed8af4412350e,sample.transcriptic.aq1e66phrkeg5mq.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,9974ac844f6c1d6e6ae001a1351f264afc2ffb63,"B_subtilis_WC_JAB546 | 30.0 | [72.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WC_JAB546,,Control,,EMPTY_VECTOR,Modified M9 Media + Kan 5_ug_per_ml,IPTG,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,72.0,hour,aq1e66phrkeg5mq,30000,Novel Chasis OC-02-26-2020-Run1-T3,Sytox-YeastGates,SytoxYG-Plate,27000,200,27-Feb-2020,1111111.11111,65.05744671724382,800202.9799150692
200,r1e5gtg9fabmeg,f4,5ef2697e3d19b407f256e6b3,sample.transcriptic.aq1e6a5s5k7up4r.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,92fee4f599f53aab6a045368fcc1a601090f4e93,"B_subtilis_WC_JAB546 | 30.0 | [96.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""Cuminic Acid @ 64.0 hours"": [0.1], ""Cuminic Acid @ 88.0 hours"": [0.1], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""IPTG @ 64.0 hours"": [0.0], ""IPTG @ 88.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_WC_JAB546,,Control,,EMPTY_VECTOR,Modified M9 Media + Kan 5_ug_per_ml,IPTG,1.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.1|micromole', 'Cuminic Acid|0.1|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,96.0,hour,aq1e6a5s5k7up4r,30000,Novel Chasis OC-02-28-2020-Run1-T4,Sytox-YeastGates,SytoxYG-Plate,23000,200,28-Feb-2020,1304347.8260899999,65.05744671724382,800202.9799150692
201,r1e5gtg9fabmeg,f5,5ef2679f4f1ab9a590ca20fe,sample.transcriptic.aq1e638a9xgd3dd.experiment.transcriptic.r1e5gtg9fabmeg,NovelChassis-OR-Circuit-Cycle1-ObstacleCourse,transcriptic,2,67a8d69d091745f3226a79ee1be579fe4ed01b0c,"B_subtilis_IMPLY2_JAB546 | 30.0 | [48.0] | {""Cuminic Acid @ 0.0 hours"": [0.0], ""Cuminic Acid @ 16.0 hours"": [0.0], ""Cuminic Acid @ 40.0 hours"": [0.0], ""IPTG @ 0.0 hours"": [0.0], ""IPTG @ 16.0 hours"": [0.0], ""IPTG @ 40.0 hours"": [1.0], ""Modified M9 Media + Kan 5_ug_per_ml"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",B_subtilis_IMPLY2_JAB546,,,,,Modified M9 Media + Kan 5_ug_per_ml,Cuminic Acid,0.0,micromole,"['Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'Cuminic Acid|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|0.0|micromole', 'IPTG|1.0|micromole', 'Modified M9 Media + Kan 5_ug_per_ml']",30.0,celsius,48.0,hour,aq1e638a9xgd3dd,30000,Novel Chasis OC-02-26-2020-Run1-T2,Sytox-YeastGates,SytoxYG-Plate,33000,200,26-Feb-2020,909090.90909,149.18869691270132,1050906.685964332
