,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e6ge2n8x7q5p,a1,5ef26602d0a530a5a55a60ff,sample.transcriptic.aq1e6tn3vd9kjd6.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,7ae673217d9a2de0219421b2808c72378f443641,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",35.0,celsius,18.0,hour,aq1e6tn3vd9kjd6,26369,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,439483.33333,-129795018.47979192,1394844.9764362818
11,r1e6ge2n8x7q5p,a11,5ef265fad0a530a5a55a60e2,sample.transcriptic.aq1e6tn4gn44zaz.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,217c9159519513370f3d0cad0f6886045342abd7,"UWBF_24926 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,24.0,hour,aq1e6tn4gn44zaz,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,10000,200,05-Mar-2020,3000000.0,-128508432.25985877,1602652.2483118444
12,r1e6ge2n8x7q5p,a12,5ef2660a1224eb25fb26e5f4,sample.transcriptic.aq1e6tn3vf4cevs.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,ce4d9789ec654557c4af410e5652fd6bb542b0fa,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vf4cevs,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,650409041.0048345,2670454.5369147127
13,r1e6ge2n8x7q5p,a12,5ef2672f76edeb85385123dc,sample.transcriptic.aq1e6tn44zqs66f.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,612ed0ca40faeff7a76d64473afdc433879f8a8d,"UWBF_24926 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44zqs66f,30000,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,650409041.0048345,2670454.5369147127
14,r1e6ge2n8x7q5p,a12,5ef266e7d6c89f7426275702,sample.transcriptic.aq1e6tn4bkbj3ge.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,64de8bea1b98d49f4a515c439117c92d6514b2e3,"UWBF_24926 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bkbj3ge,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,650409041.0048345,2670454.5369147127
15,r1e6ge2n8x7q5p,a12,5ef266e9d6c89f742627570c,sample.transcriptic.aq1e6tn4gn9syy6.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,3ecd86285c180120021a25fc380b5675d25c766c,"UWBF_24926 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gn9syy6,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,05-Mar-2020,2500000.0,650409041.0048345,2670454.5369147127
16,r1e6ge2n8x7q5p,a2,5ef266d7d6c89f74262756c1,sample.transcriptic.aq1e6tn3vde5bwf.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,9b6bebeeede3bf0a2b7fb6db71fe9d93ca8b5e2c,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vde5bwf,22994,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,383233.33333,-72158112.64308597,1369736.6435683616
17,r1e6ge2n8x7q5p,a2,5ef26770fdcaed7ae4c67b57,sample.transcriptic.aq1e6tn44y5xnk4.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,b222ed0e7c737b69e633428ad8c72bd5fa1d18a6,"UWBF_24926 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44y5xnk4,13535,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,225583.33333000002,-72158112.64308597,1369736.6435683616
18,r1e6ge2n8x7q5p,a2,5ef266c5197571bba534aca9,sample.transcriptic.aq1e6tn4bhnayh2.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,5f21a83d2a2eb1a26d03708bc736086a6c0181be,"UWBF_24926 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bhnayh2,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,14000,200,05-Mar-2020,2142857.14286,-72158112.64308597,1369736.6435683616
19,r1e6ge2n8x7q5p,a2,5ef266b4197571bba534ac63,sample.transcriptic.aq1e6tn4gkmq44q.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,b979c1becf7185559d18135d8fb55e83885bfdd3,"UWBF_24926 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gkmq44q,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-72158112.64308597,1369736.6435683616
20,r1e6ge2n8x7q5p,a3,5ef26604d0a530a5a55a6109,sample.transcriptic.aq1e6tn3vdktbjf.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,298e12e99fdc9fc7826976eef620ad4bebeeec64,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdktbjf,23160,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,386000.0,-77966450.5966214,1451247.6292110553
21,r1e6ge2n8x7q5p,a3,5ef266e34a888501c32f6aac,sample.transcriptic.aq1e6tn44yagf49.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,46703f92b1b06321a779f340b5c462f6fd4e8b11,"UWBF_24926 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44yagf49,16568,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,276133.33333,-77966450.5966214,1451247.6292110553
22,r1e6ge2n8x7q5p,a3,5ef266bc197571bba534ac85,sample.transcriptic.aq1e6tn4bhtyy63.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,a969970a28c0170d83b6b0367e3afbf46704f630,"UWBF_24926 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bhtyy63,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,14000,200,05-Mar-2020,2142857.14286,-77966450.5966214,1451247.6292110553
23,r1e6ge2n8x7q5p,a3,5ef266ed4a888501c32f6ad7,sample.transcriptic.aq1e6tn4gks8vmu.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,4cec703d4ea5a7558f683ecdb9ed9fb0638b21fd,"UWBF_24926 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gks8vmu,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,10000,200,05-Mar-2020,3000000.0,-77966450.5966214,1451247.6292110553
24,r1e6ge2n8x7q5p,a4,5ef266b9197571bba534ac77,sample.transcriptic.aq1e6tn3vdrc53k.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,5439649acd68686b34611328f1821a370349211e,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdrc53k,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,27000,200,05-Mar-2020,1111111.11111,-227722087.54955235,2474747.492018556
25,r1e6ge2n8x7q5p,a4,5ef266d6d6c89f74262756bd,sample.transcriptic.aq1e6tn44yf28me.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,64711872c02cbc9ab9769aa4015796b608165433,"UWBF_24926 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,20.0,hour,aq1e6tn44yf28me,30000,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-227722087.54955235,2474747.492018556
26,r1e6ge2n8x7q5p,a4,5ef2671a76edeb8538512384,sample.transcriptic.aq1e6tn4bhyhrp8.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,0f6f94d547fc4258d3ad34c957355503fb4b7d97,"UWBF_24926 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,22.0,hour,aq1e6tn4bhyhrp8,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,9000,200,05-Mar-2020,3333333.33333,-227722087.54955235,2474747.492018556
27,r1e6ge2n8x7q5p,a4,5ef266616d07d57cb70bf1c9,sample.transcriptic.aq1e6tn4gkwsp62.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,217c9159519513370f3d0cad0f6886045342abd7,"UWBF_24926 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,24.0,hour,aq1e6tn4gkwsp62,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-227722087.54955235,2474747.492018556
28,r1e6ge2n8x7q5p,a5,5ef2672176edeb853851239c,sample.transcriptic.aq1e6tn3vdvvwkt.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,b2004a74df112fea23c875195a9c3a39c49bce0d,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdvvwkt,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,32000,200,05-Mar-2020,937500.0,-213855635.54764637,2166193.1926495163
29,r1e6ge2n8x7q5p,a5,5ef2671d76edeb8538512390,sample.transcriptic.aq1e6tn44ykk25j.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,0f014d1e356baf38faff39d805a162fef51cb056,"UWBF_24926 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44ykk25j,30000,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,15000,200,05-Mar-2020,2000000.0,-213855635.54764637,2166193.1926495163
