,_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,well,flow_rate_uL/min,date_of_experiment,cells/mL,predicted_output_mean,predicted_output_std
0,5ef266041224eb25fb26e5de,sample.transcriptic.aq1e6tn3vf8w8dy.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,1,8831ba1801ed254c9ac951e49483005ce9cd0cf0,"beads_spherotech_rainbow | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,Process,BEAD_FLUORESCENCE,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete', 'beta-estradiol|1e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vf8w8dy,26513,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,h12,200,05-Mar-2020,441883.33333,0.7155357749028778,0.4511673826625119
11,5ef266061224eb25fb26e5e4,sample.transcriptic.aq1e6tn3vf7s29z.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,10,5ec684458fd6ae43505747ce61730d7ba33b3970,"UWBF_25784 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete', 'beta-estradiol|1e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vf7s29z,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,17000,g12,200,05-Mar-2020,1764705.88235,0.005366666666666666,0.07306191545763449
12,5ef2672b76edeb85385123c7,sample.transcriptic.aq1e6tn3veue2yj.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,2,6f5e1e46bafab3015e10ff6dc37c110fd1850603,"UWBF_24961 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete', 'beta-estradiol|0.0001|mM']",35.0,celsius,18.0,hour,aq1e6tn3veue2yj,20862,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,e10,200,05-Mar-2020,347700.0,0.9332278784392676,0.2496329153561632
13,5ef266d8d6c89f74262756c8,sample.transcriptic.aq1e6tn3vdgdr6e.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,11,11b6c53b1f222327a5d1d4b16944b7744805e92f,"UWBF_24960 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdgdr6e,17709,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,d2,200,05-Mar-2020,295150.0,0.9853181997854198,0.12027909997077267
14,5ef2667731dd0f21f58bad26,sample.transcriptic.aq1e6tn3ve5uagy.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,5,5ecc305941121f6f73ed1510b3cd664aaf9b90c1,"UWBF_24961 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete', 'beta-estradiol|4e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3ve5uagy,18280,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,e6,200,05-Mar-2020,304666.66667,0.9525711159737418,0.21256024238191681
15,5ef266d54a888501c32f6a71,sample.transcriptic.aq1e6tn3vde5bwc.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,2,925525b2f0502ad643306325c5ee2cd06333532f,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete', 'beta-estradiol|4e-06|mM']",35.0,celsius,18.0,hour,aq1e6tn3vde5bwc,13076,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,h1,200,05-Mar-2020,217933.33333000002,0.9897522178036097,0.10071514729047684
16,5ef266e0d6c89f74262756e2,sample.transcriptic.aq1e6tn3vdq7wxn.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,3,0e73eb43fbc2dd4db050a165b388e0dd64eca76c,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete', 'beta-estradiol|6e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdq7wxn,1053,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,h3,200,05-Mar-2020,17550.0,0.976258309591643,0.15231564228841687
17,5ef26604d0a530a5a55a6107,sample.transcriptic.aq1e6tn3vdtmhbq.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,7,fb22790ae828655d2c1a4f05d207b4ebdf3ef766,"UWBF_24961 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdtmhbq,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,16000,e4,200,05-Mar-2020,1875000.0,0.9644333333333334,0.18521021115559322
18,5ef2660b1224eb25fb26e5f6,sample.transcriptic.aq1e6tn3veh79t9.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,8,7dd8de3f5aaeaf597db6db99a2fa8455e997d5f7,"UWBF_24962 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete', 'beta-estradiol|0.0001|mM']",35.0,celsius,18.0,hour,aq1e6tn3veh79t9,16649,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,f8,200,05-Mar-2020,277483.33333,0.9861853564778665,0.11672453679918583
19,5ef266021224eb25fb26e5d4,sample.transcriptic.aq1e6tn3vf6mu5x.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,11,8c91966d694fd76be1573fef4dc344d0670ddd42,"UWBF_24961 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete', 'beta-estradiol|1e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vf6mu5x,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,52000,e12,200,05-Mar-2020,576923.07692,0.8010333333333334,0.3992295643240731
20,5ef2667831dd0f21f58bad2a,sample.transcriptic.aq1e6tn3vevj94k.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,12,ee2f09c9c530333cf91b9424082a02be784a3bae,"UWBF_25784 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete', 'beta-estradiol|0.0001|mM']",35.0,celsius,18.0,hour,aq1e6tn3vevj94k,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,18000,g10,200,05-Mar-2020,1666666.6666700002,0.0051,0.07123313230960684
21,5ef266171224eb25fb26e62d,sample.transcriptic.aq1e6tn3vf388rr.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,11,49f1bbac9b53a7616ae13256046194f1a070c628,"UWBF_25784 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e6tn3vf388rr,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,15000,g11,200,05-Mar-2020,2000000.0,0.005366666666666666,0.07306191545763481
22,5ef266c2197571bba534ac9c,sample.transcriptic.aq1e6tn3venr3bg.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,2,436f6ef2f194659ba0dea79b18cc80d8bdde0c8f,"UWBF_24962 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete', 'beta-estradiol|0.0004|mM']",35.0,celsius,18.0,hour,aq1e6tn3venr3bg,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,11000,f9,200,05-Mar-2020,2727272.72727,0.9686666666666667,0.1742198820680323
23,5ef2660a1224eb25fb26e5f2,sample.transcriptic.aq1e6tn3vdy6auv.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,6,0c8f9f37c5466a18b344727321694bb145e9af51,"UWBF_24961 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete', 'beta-estradiol|8e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdy6auv,15535,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,e5,200,05-Mar-2020,258916.66666999998,0.907112970711297,0.2902834016040859
24,5ef266b6197571bba534ac6b,sample.transcriptic.aq1e6tn3vdbuxna.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,3,1dca15f4b8e2947ac798f228d0316c7450ea6f3c,"UWBF_24960 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete', 'beta-estradiol|4e-06|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdbuxna,16979,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,d1,200,05-Mar-2020,282983.33333,0.9826255963248719,0.13066575427432234
25,5ef266111224eb25fb26e610,sample.transcriptic.aq1e6tn3vdjp5eh.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,1,b6e21dd1c48643950175dbff8aef0fc40e3be8ef,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdjp5eh,10500,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,h2,200,05-Mar-2020,175000.0,0.9806666666666667,0.1377002592571934
26,5ef266646d07d57cb70bf1d4,sample.transcriptic.aq1e6tn3vextncr.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,12,0140e68080a12350151d17eb607fc1e6357d6b0d,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e6tn3vextncr,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,14000,c11,200,05-Mar-2020,2142857.14286,0.9761333333333333,0.15263625219151503
27,5ef2668331dd0f21f58bad56,sample.transcriptic.aq1e6tn3ve84prz.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,1,663d44fb0e248bdf2b7d65bbce807442f5866f9e,"UWBF_23970 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_23970,CRISPR_CEN.PK2_negative_control_23970,Control,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete', 'beta-estradiol|4e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3ve84prz,6531,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,h6,200,05-Mar-2020,108850.0,0.003981013627315878,0.06297437876356497
28,5ef2666f6d07d57cb70bf209,sample.transcriptic.aq1e6tn3vepv9fg.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,experiment.transcriptic.r1e6ge2n8x7q5p,transcriptic,2,e13da6532962bbe697643245dde04343a86742c7,"UWBF_25784 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete', 'beta-estradiol|0.0004|mM']",35.0,celsius,18.0,hour,aq1e6tn3vepv9fg,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,16000,g9,200,05-Mar-2020,1875000.0,0.0038,0.06152793015809678
